Venue_Name,Bedroom,Minimum_Price,Maximum_Price,Guest_Include,Venue_Type,Dining_Capacity,Reciption_Capacity,Stablished
Arsenal Football Club,,£100,100,Sporting Venue,140,600,,
Craigmar,,Country House,50,50,,,,
The Four Crosses,,Pub,90,120,,,,
Malmaison Birmingham,,£30,City Hotel,60,70,,,
"The Albert Hall, Manchester",,Pub,350,2000,,,,
One Canada Square,,City Hotel,100,250,,,,
The Royal Esplanade Hotel,Between 10 and 30,70,138,Standard Room,10:00 AM,12:00 PM,2015,
The George on the Strand,,Pub,70,200,,,,
Dorchester Municipal Buildings,,Town Hall,300,1900,,,,
Feathers Hotel and Restaurant,,£75,£179,42,56,,,
Le Meridien Victoria and Albert,,240,360,Yes,,,,
"The Grove House Hotel, Wallasey",,£25,£39,City Hotel,85,130,,
Ramada Nottingham City Centre,,City Hotel,100,150,,,,
Chiddingstone Castle,,£60,Castle,120,120,,,
"Colston Hall, Bristol",,£40,Concert Venue,120,300,,,
Chelsea College of Arts,,College,160,200,1900,,,
The Nursery,,Events Venue ,100,200,,,,
Cadhay,,Country House,70,150,,,,
Felbrigg Lodge Hotel,,34,34,11:00 am,12:00 am,1900,,
The Deanwater Hotel,,City Hotel,300,300,41,,,
The Grange Country House,,Country House,200,250,1900,,,
Hydro Hotel,,£37,City Hotel,100,150,,,
The House Office,,£72,60,Country House,250,300,1900,
"Civic Hall, Leeds",,Town Hall,40,90,,,,
Lotherton Hall,,City Hotel,40,75,1900,,,
Huntswood Golf Club,,£29,Golf Course,100,,,,
"The Sloane Room, Peter Jones",,City Hotel,80,80,12:00 PM,02:00 PM,,
The Kc Lightstream Staduim,,Sporting Venue,250,250,9:00 am,12:30 am,1900,
Playgolf Colchester,,Golf Course,120,160,1900,,,
Burnley Football Club,,£5,£21,Sporting Venue,300,550,,
The Worshipful Company Of Grocers',,City Hotel,180,250,,,,
The Devonshire House Hotel,,£18,350,500,,,,
"The Royal Hotel, Ashby-de-la-Zouch",,£32,80,120,34,Honeymoon Suite,,
Kensington Close Hotel - Kensington - Greater London,,£75,80,City Hotel,180,250,708,
Alfreton Hall,,Conference Centre,120,200,,,,
The Southville Centre,,Town Hall,130,130,,,,
The Guildhall Northampton,,1900,,,,,,
"GRAND HASTINGS, St. Leonards-On-Sea",09:00 AM,£40,10,30,12,24,Honeymoon Suite,4
Castle Lodge Hotel,,£25,Country House,70,100,,,
The Oxfordshire Inn,,Pub,110,,,,,
Ramside Hall Hotel & Golf Club,,£25,Golf Course,400,500,,,
Caversham Heath Golf Club,,£45,£69,50,Golf Course,80,,
"The Registry Office, Telford",,Town Hall,60,60,1900,,,
"Brasserie Blanc, Tower Of London",1900,£55,Pub,80,100,11:00 am,11:00 pm,
How Caple Court,Yes,Barn,120,200,Changing Only,2009,Between 10 and 30,
The Madonna Halleys Hotel,,£31,£47,150,,,,
Postlip Hall,,Barn,150,200,,,,
Blaise Castle Museum,,Country House,60,80,,,,
Widcombe Grange,9:00 am,£3,Country House,180,180,24,9:00 am,
The High Rocks,,Country House,350,400,,,,
Chalton Village Hall,,Town Hall,90,90,,,,
Asia House,,City Hotel,120,300,12:00 AM,,,
Grappenhall and Thelwall,,Royal British Legion hall,200,,,,,
Sherborne Castle,,Castle,40,200,,,,
Wolfen Mill,,Country House,50,50,14,36,Standard Room,
Houldsworth Golf Club,,Golf Course,150,,,,,
Whittington Castle,Yes,Castle,34,10:00 AM,07:00 PM,2007,More than 50,
National Brewery Centre,,Museum,200,250,,,,
Wasdale Head Inn,,Pub,50,,,,,
Churchill and Blakedown Golf Club,,£20,Golf Course,80,80,,,
The Old Mill Hotel and Leisure Centre,,£15,100,,,,,
"St Pancras Renaissance Hotel, London",More than 50,City Hotel,280,575,207,414,Honeymoon Suite,
Broom Hall Country Hotel,,£34,City Hotel,70,80,,,
Shrewsbury House Community Centre,,Country House,70,,,,,
The Farmhouse at Mackworth,,City Hotel,140,200,10,,,
Petersham Nurseries,,Country House,120,,,,,
Perton Park Golf Club,,£30,Golf Course,100,150,,,
Downing College,,£111,80,University,168,180,,
Forge Mill Needle Museum,,Museum,70,150,,,,
Haywards Heath Town Hall,,Town Hall,80,,,,,
Quinton House Weddings,,£60,Country House,80,140,05:00 PM,More than 50,
Bolton Whites Hotel,,£59,50,City Hotel,1000,3000,,
Eridge Park,,Garden,200,,,,,
"The Royal Hotel, Ross-On-Wye",,£30,60,1900,,,,
Terlingham Manor Farm,,Country House,40,,,,,
The Marine Hotel,,£22,120,120,,,,
Westmorland Hotel,,£7,City Hotel,,,,,
National Liberal Club,,Liberal Club,120,200,,,,
The Charlton Arms,,£14,£17,60,Pub,60,100,
Civil Service Club,,Service Club,70,100,,,,
The Royal College Of Surgeons Of England,,£72,University,280,310,,,
One Moorgate Place,,City Hotel,200,400,1900,,,
The Mayfair Hotel,,£39,City Hotel,70,70,,,
Forest Park Hotel,12:00 AM,Country House,80,150,38,80,12:00 PM,
Castle Park,,Sporting Venue,120,350,Yes,,,
Royal Shakespeare Theatre,,Museum,400,400,,,,
Swinton Park,,Stately Home,100,150,,,,
The Golf Hotel & Aqua Sante Spa,,120,200,Yes,,,,
Tudor Park Marriott Hotel & Country Club,1988,£72,50,160,200,120,Honeymoon Suite,
Gatton Hall,,£80,£110,Mansion,80,120,,
Lymington Community Centre,,Community Centre,180,180,Yes,,,
Navnat Centre,,Navnat Vanik Association,250,599,07:00 AM,11:00 PM,,
Kew Gardens Hotel,,£9,£40,Garden,,,,
Bradfield Village Hall,,Town Hall,150,200,,,,
Haguelands Village,,£4,£38,Barn,160,,,
The Swan at Chapel Down Vineyard,,£26,£79,Pub,75,120,,
Wiston House,,Stately Home,120,120,,,,
Porth Veor Manor Hotel,,Country House,80,180,,,,
Goring and Streatley Golf Club,,Golf Course,120,,,,,
Broome Park Country Club,,Country House,150,200,,,,
Kirkley Hall,,155,200,,,,,
Tavistock Town Hall,,Town Hall,190,400,10:00 PM,12:00 PM,,
The Fieldhead Hotel,,60,60,,,,,
The Legacy Great Hallingbury Manor Hotel,,Country House,100,170,55,110,Honeymoon Suite,
"The Kings Hotel, Darlington",,180,180,,,,,
The Blue Bell Hotel,,£33,30,Country Hotel,100,150,,
Victoria Art Gallery,,Museum,250,250,06:00 PM,10:00 PM,,
The Kent and Surrey Golf and Country Club,,£40,£52,,,,,
The Georgian Theatre Royal,,Museum,50,50,,,,
Hunters Meet,,£65,City Hotel,80,100,20,More than 50,
Salcombe Harbour Hotel,,City Hotel,80,120,,,,
Chichester Harbour Hotel,,£65,40,60,100,Honeymoon Suite,,
Saatchi Gallery,,Museum,300,1500,,,,
Glebe Fields,,Garden,200,200,6,,,
The Park Gate Inn,,Pub,70,,,,,
The Skiddaw Hotel,1900,£60,City Hotel,80,100,10:00 am,12:30 am,
Buxton Pavilion Gardens,,Garden,450,1200,,,,
Carlo's Trattoria,,£25,Pub,100,,,,
Little Hay Golf Complex,,Golf Course,160,220,Between 30 and 50,Yes,,
Babington House,,Country House,120,120,33,84,Standard Room,
Hall Place & Gardens,,Country House,100,140,10:00 am,12:00 am,1900,
The Anchor Inn Whittonstall,,£20,Pub,85,130,,,
Gibson Hall,,City Hotel,300,550,,,,
"Mercure Bolton, Georgian House Hotel",,140,250,11:00 AM,12:30 AM,1900,,
Novotel Coventry,,£30,200,200,1900,,,
Whitewater Hotel Spa & Leisure Club,,£49,£103,100,,,,
Hoebridge Golf Centre,,£65,40,Golf Course,90,140,10:00 AM,
Juliet's Garden Restaurant,,Pub,150,170,,,,
Duncombe Park,,Country House,120,,,,,
Central Library,,£55,City Hotel,50,100,,,
Farthings Country House Hotel,,Country House,175,200,,,,
The Langtry Manor Hotel,,£40,Country House,60,150,,,
Quality Hotel Dudley,,90,150,72,,,,
195 Piccadilly - BAFTA,,City Hotel,250,367,,,,
Mercure Shrewsbury Albrighton Hall Hotel,,180,180,11:00 am,12:30 am,1900,Yes,
The Sands Resort,,£11,City Hotel,130,130,,,
Houghton Lodge & Gardens,,Garden,70,80,,,,
"Mercure York, Fairfield Manor Hotel",,140,180,10:00 AM,12:00 AM,1900,,
Cambridge Hotel Gatwick,,£22,£35,100,150,1900,,
Chart Hills Golf Club,,£35,Golf Course,120,180,,,
Faringdon Town Council,,Town Hall,120,200,,,,
Westcott Barton,,Barn,120,150,,,,
"The Guildhall, Bath",,Town Hall,360,1900,,,,
Alexandra Palace,,Museum,2000,2500,,,,
Wicksteed Park,,Garden,600,900,Honeymoon Suite,,,
Barley Hall,,Village Hall,50,,,,,
The Waterside Inn,,Pub,12,,,,,
Howfield Manor Hotel,,Country House,80,,,,,
Titchwell Manor Hotel,,Country House,85,85,27,Honeymoon Suite,,
Manchester United Football Club,,£48,Sporting Venue,840,1100,1900,,
Munstone House,,Country House,140,300,,,,
The Bargeman's Rest,,Pub,100,120,,,,
Porthenalls,,Country House,80,130,,,,
The Forum Banqueting Suites,,City Hotel,625,,,,,
The Grange White Hall Hotel,,64,200,9:00 am,12:00 am,1900,,
Rowheath Pavilion,,Events Venue,120,200,,,,
Southwood,,Country House,120,,,,,
North Middlesex Golf Club,,Golf Course,80,120,,,,
Old Water View,,Hotel,100,,,,,
Monks Barn,,Barn,150,,,,,
Groundlings Theatre,,Museum,,,,,,
Peak District Farm Weddings,,Farm,120,22,1900,,,
The Lexi Cinema and Arts Centre,,Cinema,75,75,,,,
Dragon House Hotel,,Country House,26,26,26,,,
Laburnum House Lodge Hotel,,£11,110,110,,,,
The Hampshire Golf Club,,£30,Golf Course,110,,,,
Preston Priory Barn,,Barn,150,150,,,,
Rosteague,,Country House,150,150,,,,
Birling Manor,,Country House,110,200,8:00 am,12:00 am,1900,
Gilsland Spa Hotel & Conference Centre,,Conference Centre,150,300,,,,
"Athenaeum, Suffolk",,Country House,180,,,,,
The Albert Cottage Hotel,,Country Hotel,90,120,,,,
Bridlington Golf Club,,Golf Course,100,130,,,,
High Elms Manor,,Country House,100,220,9:00 AM,12:00 AM,1900,
Hooke Court,,Country House,200,,,,,
Imperial War Museum North,,Museum,300,700,6:30 pm,1:00 am,1900,
The Old Bridge at Huntingdon,,60,110,,,,,
Burford Lodge,,Country House,70,80,,,,
Dunsley Hall Country House Hotel,,Country House,100,150,Honeymoon Suite,,,
Congham Hall Country House Hotel,,Country House,100,100,,,,
Home Sweet Home,,Pub,100,115,,,,
JK Banquet Hall,,City Hotel,350,400,1900,,,
Clothworkers' Hall,,Museum,82,120,,,,
Chipchase Castle,,Castle,200,200,,,,
General Tarleton Inn,,Pub,110,110,,,,
Glaramara House Hotel,,80,150,,,,,
Fishley Park,,Golf Course,160,250,,,,
The Pier House Hotel and Restaurant,,Pub,150,300,,,,
Lampton Park Conference Centre,,Conference Centre,750,1000,,,,
Tereza Joanne,,Pub,180,300,,,,
Saunton Sands Hotel,,City Hotel,230,230,,,,
Alverbank Country House Hotel,,Country House,200,250,,,,
The Amadeus Centre,,City Hotel,180,200,,,,
The Long Barn Hampshire,,Barn,200,1900,,,,
Club V,,Sporting Venue,110,250,,,,
The Oak Hotel,,City Hotel,100,,,,,
Redcoats Farmhouse Hotel,,City Hotel,150,200,,,,
Lytham Hall,,Stately Home,48,90,,,,
Kettering Conference Centre,,Conference Centre,500,,,,,
The Principal York,,Hotel,300,,,,,
The Orwell Hotel,,250,300,,,,,
The Chainstore,,Warehouse,400,600,02:00 AM,,,
The City Pavilion,,Conference Centre,1200,2000,,,,
Burhill Golf Club,,Golf Course,104,150,,,,
City Limits,,Dance Studio,250,250,,,,
"The Hotel Victoria, Suffolk",,150,200,8:00 AM,1:00 AM,1900,,
"The Midland Hotel, Lancashire",,136,150,,,,,
The World's End,,Pub,85,150,,,,
Dallas Burston Polo Club,,Conference Centre,750,,,,,
Grey Street Hotel,,City Hotel,66,80,,,,
The Whoop Hall,,City Hotel,130,,,,,
The Trout Hotel,,City Hotel,60,60,,,,
The Troxy,,Old Cinema,1200,850,,,,
"Clarion Collection Hotel, St. Albans",,31,50,,,,,
Ramsdale Park Golf Centre,,Golf Course,90,120,,,,
The Scarlet Hotel,,City Hotel,20,35,1900,,,
The Black Pig Pub and Dining Room,,£30,Pub,26,,,,
Middlethorpe Hall,,Wedding Hotel,56,65,29,,,
The Coopers Arms,,£40,Pub,80,150,,,
The Dintingdale,,£50,50,,,,,
The Cliffs Hotel,,£26,City Hotel,150,150,1900,,
The Expanse Hotel,,City Hotel,140,200,,,,
Keynsham Hall,,Town Hall,92,,,,,
Richings Park Golf Club,,Golf Course,85,150,,,,
Sandpiper Hotel & Restaurant,,Pub,100,,,,,
The Roffen Suite,,City Hotel,120,200,1900,,,
The Clarendon Hotel,,City Hotel,150,150,,,,
Knowle Country House,,Country House,94,190,,,,
The Railway Tulse Hill,,Pub,30,Between 10 and 30,,,,
Thirsk Racecourse,,Sporting Venue,160,200,,,,
The Pier Hotel and Restaurant,,Pub,50,50,12:00 PM,12:00 AM,1900,
The New Inn Hotel,,Pub,30,65,10:30 AM,1900,,
Residence Restaurant and Bar,,£60,Pub,60,1900,,,
The Belmore Hotel,,City Hotel,80,95,,,,
Scafell Hotel,,75,75,,,,,
Burgh Island Hotel,,70,90,25,50,,,
Bowlish House Hotel,,£20,Country House,60,,,,
The Rep,1900,£60,City Hotel,250,400,8:00 am,12:00 am,
Sheldon Manor,,Country House,100,100,Yes,,,
Cafe De Paris,,City Hotel,286,715,,,,
Easthampstead Park Conference and Banqueting Centre,,Conference Centre,100,250,,,,
London Darbar,,City Hotel,320,290,,,,
Norfolk Arms Hotel,,80,80,12:00 pm,12:00 am,1900,,
The Oliver Cromwell Hotel,,160,160,,,,,
Trent Country Club,,£24,80,Country Club,130,130,,
Lancaster London,,City Hotel,1200,1680,1900,,,
Langley Conference Centre,,Conference Centre,1400,1500,,,,
Gainsborough Old Hall,,Banqueting Hall,150,150,,,,
The Clay Oven Banqueting Halls,,Banqueting Hall,500,500,,,,
The First Floor Restaurant,,Pub,200,,,,,
Claremont Hotel,,£25,40,100,1900,,,
Marmadukes Town House Hotel,,£55,City Hotel,50,80,,,
Mallyan Spout,,60,170,,,,,
Liverpool Cricket Club,,Sporting Venue,300,500,,,,
Horton Park Golf and Country Club,,£11,Golf Course,60,100,01:00 AM,,
Hunsdon Village Hall,,Town Hall,100,100,,,,
West Lodge Hotel,,City Hotel,28,40,,,,
The Hope Anchor Hotel & Restaurant,,Pub,50,70,,,,
Coleshill Village Hall,,Village Hall,120,,,,,
Grendon Hall,,Garden,120,250,,,,
Henley Business School,,£99,Country House,120,120,1900,,
The Llama Park,,£80,£500,Garden,120,120,1900,
Blackburne House,,£13,£38,Country House,80,100,,
Hunters Inn,,£10,Pub,100,,,,
Luther King House Hotel,,£20,£50,City Hotel,125,125,,
Bleeding Heart Restaurants,,£40,£80,Pub,150,150,,
Fairways Lodge and Leisure Club,,£8,£26,Lodge ,140,160,,
Wychavon District Council Civic Centre,,Conference Centre,90,,,,,
Princess Caroline,,£35,£100,Cruise,110,1900,,
The Ageas (Rose) Bowl,,£50,Sporting Venue,450,450,1900,,
Windermere Motor Boat Racing Club,,Sporting Venue,50,150,6,,,
Greenstead Hall Barn,,Barn,80,80,,,,
Collaven Manor,,Country House,26,50,,,,
The Botany Bay Hotel,,100,,,,,,
Marlborough Golf Club,,Golf Course,100,100,,,,
Select Security Stadium Halton,,Sporting Venue,300,450,1900,,,
The Worcester Whitehouse Hotel,,City Hotel,120,150,,,,
Lamorran Gardens,,Country House,25,40,,,,
The Golden Fleece Hotel,,City Hotel,120,200,,,,
Hotel Novotel London Excel,,160,200,,,,,
Nyland Manor,,Country House,40,150,,,,
New Dungeon Ghyll Hotel,,60,,,,,,
Hms President (1918),,Museum,250,,,,,
Trinity House,,Stately Home,130,180,,,,
Lakeview Country Club,,Country Club,100,200,,,,
Coopers' Hall,,Museum,64,100,,,,
"Crown Hotel, Harrogate",,350,500,,,,,
Mercure Wigan Oak Hotel,,120,200,1900,,,,
"The White Horse, East Central",,Pub,70,180,1900,,,
Leighton Buzzard Golf Club,,Golf Course,120,150,,,,
"Malmaison, Newcastle",,Pub,80,80,8:00 am,12:00 am,1900,
HQS Wellington,,Cruise,130,250,,,,
Niagara Conference and Leisure,,Conference Centre,250,300,,,,
"Grange Bar, Restaurant & Events Venue",,Pub,450,500,,,,
Erewash Valley Golf Club,,Golf Course,120,1900,,,,
Cedar Tree Hotel,,150,250,,,,,
"The Guildhall, Cambridge",,Town Hall,270,450,,,,
Brunel's Old Station,,Conference Centre,700,800,,,,
Farlam Hall Hotel,,40,50,,,,,
Darlaston All Active,,Sporting Venue,450,,,,,
"The Green Dragon Hotel, Hereford",,City Hotel,150,200,,,,
Blanch House,,Country House,40,75,,,,
The Blue Pigeons at Worth,,City Hotel,40,100,11:00 am,12:00 am,1900,
The King Charles Hotel,,250,,,,,,
Whitemead Forest Park,,£53,£100,Barn,20,120,8,
The Mill at Worston,,Pub,60,,,,,
The George Hotel - Hathersage,,70,100,24,1900,,,
Capel Manor Gardens,,£60,£115,Garden,200,250,,
Al Miraj Banqueting Suites,,Banquet suite,150,1000,,,,
"The Register Office, Camden",,Town Hall,,,,,,
Brasted's at Langley Abbey,,Country House,120,,,,,
Gilpin Hotel & Lake House,,Country House,150,150,,,,
Rosehill House Hotel,,£16,City Hotel,86,150,31,,
Circomedia,,Place Of Worship,140,200,,,,
The Ravensbourne School,,Country House,300,,,,,
Wortley House Hotel,,280,,,,,,
The Walnut Tree Inn,,Pub,85,120,,,,
Hall Farm Hotel and Restaurant,,Pub,100,150,,,,
The Cinnamon Club,,£38,City Hotel,150,300,,,
Shaw Lane Sports and Banqueting Complex,,£9,Sporting Venue,250,250,1900,,
Abbotsley Golf Hotel,,£75,£130,30,1900,,,
Sutton House,,Country House,70,120,10:00 am,11:00 pm,1900,
Great Hadham Golf and Country Club,,£40,Golf Course,280,280,,,
Southernhay House,,£34,City Hotel,40,40,,,
Putteridge Bury,,£85,Conference Centre,120,160,,,
Mercure Farnham Bush Hotel,,City Hotel,100,180,12:00 pm,12:30 am,1900,
The Springs Hotel & Golf Club,,£30,Golf Course,130,200,,,
The Tumbling Weir Hotel,,90,100,10,,,,
Rani Indian Restaurant,,£30,,,,,,
"The WatersEdge, Canal Cottages",,£25,Pub,40,180,,,
Hotel Sheraton,,50,80,108,Honeymoon Suite,1900,,
Carlisle Registry Office,,1900,,,,,,
Criterion Restaurant,,£45,Pub,150,300,,,
Charles Hastings Building,,£9,University,50,1900,,,
Papplewick Pumping Station,,Museum,30,80,,,,
Cisswood House Hotel,,£83,Country House,130,200,,,
Notts County Football Club,,£10,Sporting Venue,200,230,1900,,
The Old Court Hotel,,£13,City Hotel,110,110,,,
Kingscliff Hotel,,80,,,,,,
Electric Picture Palace,,Cinema,70,70,,,,
The Charmandean Centre,,Conference Centre,200,500,,,,
The Westleton Crown,1900,£28,Pub,90,120,12:00 PM,12:00 AM,
Bedfordshire Golf Club,,Golf Course,110,140,,,,
Huyton Suite,,City Hotel,240,280,,,,
"The Swan Hotel, Hampshire, Alton",,80,120,37,1900,,,
Etchinghill Golf Club,,Golf Course,70,1900,,,,
Imber Court,,Sporting Venue,180,300,,,,
The Jam Factory Restaurant and Bar,,Pub,180,250,,,,
Margate Winter Gardens,,Museum,750,1400,,,,
Glendorgal Hotel,,,,,,,,
Miller Howe Hotel,,City Hotel,80,,,,,
Inn On The Prom,,250,250,,,,,
Giltar Hotel,,120,1900,,,,,
The Wordsworth Hotel and Spa,,120,1900,,,,,
"Chase Hotel, Warwickshire",,Pub,150,,,,,
Old Worleys,,Marquee,500,500,,,,
The Eight Bells,,Pub,90,,,,,
"The Headland Hotel, Newquay",,City Hotel,320,320,,,,
Old Granary,,Barn,100,,,,,
Tower Bridge North Tower,,Museum,50,250,,,,
"Coach House Hotel, Royston",,400,,,,,,
Weston Park Museum,,Museum,300,300,1900,,,
The Porch House,,Country House,40,13,,,,
Experience the Country,,Garden,500,500,,,,
Ridgmont Country House,,Country House,130,160,,,,
The Afton Hotel,,£24,150,150,1900,,,
The Old Hall ,,Country House,70,70,,,,
"The Anchor Inn, Taunton",,Pub,72,72,,,,
Le Pont de la Tour,,Pub,110,300,1900,,,
Keswick Country House Hotel,,Country House,100,,,,,
Newburgh Priory,,Stately Home,300,300,,,,
Mill Ride Golf and County Club,,Golf Course,,,,,,
Lincombe Hall Hotel,,30,50,,,,,
Launceston Place,,Pub,50,100,,,,
"The Old Vicarage, Redruth",,Country House,250,250,,,,
The Millers Hotel,,90,90,1900,,,,
Fountains Abbey and Studley Royal,,Country House,80,10:00 am,6:00 pm,1900,,
High Legh Park Golf Club,,Golf Course,80,100,,,,
Red Lion Skipton,,Country House,60,120,Honeymoon Suite,1900,,
The Conningbrook Hotel,,68,,,,,,
The White Horse - Tea Green,,Pub,120,200,,,,
Tyttenhanger Park,,£33,Stately Home,85,250,,,
Diamond Jubilee Town Hall,,Town Hall,140,160,,,,
The Yorkshire Hotel,,Pub,105,150,,,,
Deincourt Hotel,,£30,Pub,64,,,,
Wimpole Hall,,Stately Home,1900,,,,,
The Birch Hotel,,120,120,1900,,,,
Smart Aston Court Hotel,,£20,£50,,,,,
Colchester Castle,,Castle,60,100,1900,,,
The Great Hall Bromley,,Sporting Venue,250,1900,,,,
"The Old Vicarage, Salcombe",,£15,Country House,70,100,1900,,
The Royal Eastbourne Golf Club,,Golf Course,,,,,,
Park Hill Golf and Fishing,,£16,Golf Course,,,,,
Wycombe Swan,,£50,60,City Hotel,220,500,,
Grange City Hotel,,£33,City Hotel,340,600,307,,
Boston West Golf Club,,Golf Course,110,200,,,,
Abridge Golf and Country Club,,Golf Course,180,180,,,,
Exeter Castle,,Castle,180,180,,,,
The Highworth Restaurant & Hotel,,Pub,60,70,,,,
Buckhurst Park,,Country House,250,250,,,,
Hornton Grange,,Country House,88,150,,,,
The Church Bar and Restaurant,,Pub,120,180,1900,,,
Muncaster Castle,,Castle,100,,,,,
Holland Hall Hotel,,City Hotel,50,120,,,,
Harefield Hall Hotel,,Country House,100,200,,,,
Buckatree Hall Hotel,,City Hotel,120,200,,,,
Britwell House,,Country House,60,60,,,,
Hangleton Manor,,Country House,55,,,,,
Boxmoor Hall,,Hall,85,200,,,,
Pedn Olva Hotel,,70,,,,,,
Hurworth Grange,,Country House,160,160,,,,
The George Hotel of Stamford,,110,130,12:00 PM,12:00 AM,1900,,
"Diamond Banqueting Suite, Wolverhampton",,City Hotel,750,750,,,,
Hillscourt Conference Centre,,Conference Centre,85,200,,,,
Bellows Mill,,Garden,94,130,,,,
Handcross Park School,,Country House,100,150,,,,
"Lakeside, Devon Broadwoodwiger",,Lakeside Venue,120,270,,,,
Fetcham Park House,,Country House,90,130,,,,
Adrenalin Quarry,,Sporting Venue,200,200,,,,
Grand Hotel Kenilworth,,,,,,,,
The University Woman's Club,,Members Club,75,200,,,,
